Q0010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q0017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q0032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COX1;0;0;0.151315606;0.118739412;0;0;0;0;0.019388675;0.024741648;0.02840909;0;0.124486128;0.245505379;0.339876661;0.674291507;0;0;0;0
AI1;0;0.097826807;0.38445781;0.266651366;0.03318154;0.18193206;0.078127703;0.076921452;0.111135947;0.126170779;0.163781252;0.146932007;1.01260996;0.863022506;1.08557105;4.053342939;0.108875483;0.093104635;0.06483866;0.113499227
AI2;0.058760606;0.047649828;0.325332175;0.44753402;0.064622318;0.143962211;0.076300154;0.176487141;0.072780165;0.094013189;0.195500058;0.124938846;0.486229182;0.562568811;0.699986332;2.764384888;0.035427366;0.167964957;0.1423058;0.088234969
AI3;0;0;0;0;0;0;0;0;0.024934954;0.031819187;0.036544938;0;0.039943022;0;0.054673913;0.116847251;0;0;0;0
AI4;0;0;0;0;0;0;0;0.038483335;0.018552169;0;0;0;0;0.025996177;0.081461039;0.043740977;0;0;0;0
AI5_ALPHA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AI5_BETA;0;0;0;0;0;0.086238481;0;0.060337633;0;0;0;0;0;0;0.064068585;0.342233484;0;0;0;0
ATP8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.497218861;0;0;0;0
ATP6;0;0.078380131;0;0.244329176;0;0;0;0;0.039895927;0.051212706;0.233743082;0.272587456;0.063908835;0.167482384;0.529289906;1.400112384;0;0;0;0
Q0092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COB;0;0;0.042457857;0;0;0;0;0;0.053416182;0.034292181;0;0;0.085939631;0.225176823;0.058923181;0.440079759;0;0;0.035116429;0
BI2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.172151487;0;0;0;0
BI3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BI4;0;0;0;0;0;0;0;0;0;0;0.023785388;0;0.026003595;0.022887362;0.035760766;0.113834893;0;0;0;0
OLI1;0.65247166;0.264152692;1.040489615;1.646682311;0.179381799;0.394087856;0.27989148;0.841046052;0.405332734;0.8577833;0.592161146;0.68386454;3.010848428;2.133956065;3.51196361;8.729926361;0.589954305;0.843600925;0.703120537;0.983611906
VAR1;0;0;0;0;0;0;0;0;0;0;0.03810199;0;0;0;0;0;0;0;0;0
Q0142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q0143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q0144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCEI;0;0;0.069443783;0;0;0;0;0;0;0.113120576;0.064418195;0;0.07033264;0;0.291422119;0.822098837;0;0.055149289;0;0
Q0182;0;0;0;0;0;0;0;0;0;0.098050236;0;0;0;0;0;0;0;0;0;0
COX2;0;0;0.255696105;0;0;0;0;0.084999443;0.041177203;0.052526912;0;0.070630256;0.132212334;0.172710754;0.270641529;1.345273112;0;0.051647747;0.215572556;0.075076184
Q0255;0;0;0;0;0;0;0;0;0;0.028150747;0;0;0;0;0;0.102766293;0;0;0;0
COX3;0;0.226163653;0.179977194;0.11749611;0;0;0;0.079389695;0.076677723;0.146920833;0.056306274;0;0.122861842;0.430008549;0.33575261;1.906931813;0.112114895;0;0.150617523;0
Q0297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TFC3;34.60837219;28.48592498;20.72928342;22.87381423;25.97310561;17.02087692;18.10085667;16.54470653;37.41116618;30.95310227;28.05896363;26.32900647;25.60506696;24.14779869;21.0600605;17.47762068;30.01879544;28.42833462;28.10079906;21.18649499
VPS8;22.37158322;18.99767439;19.87835095;22.13703895;16.74385692;15.68998767;14.97154892;14.73796701;24.92768487;21.50576566;21.48783019;18.33787154;19.33044476;18.78518064;16.02606639;15.54990357;16.02188338;17.27933063;14.23777551;11.01179966
EFB1;2328.738304;2928.603535;2153.114701;2363.065122;2342.863231;2422.92949;2421.241343;2545.60438;1873.790572;1963.402118;1956.256901;1907.64702;2846.602967;2856.381434;2801.302598;2353.804259;2175.574444;2186.164133;2242.623739;2291.201561
YAL004W;0;0.094346454;0.150843752;0.146648509;0.125192943;0.141301741;1.19764171;0.780753908;0.79902012;1.1374015;1.407581216;0.651426024;0.154410502;0.202524252;0.211031061;0.113450165;0.140263745;0;0;0.175441616
SSA1;870.1599077;760.8817256;1261.148196;652.6802052;568.8362618;557.2458567;556.9291667;537.1715077;705.1161613;661.0251484;614.6183232;544.7697813;819.7905689;700.47606;553.8917326;526.0758752;639.8136744;608.7171881;640.7853814;684.0461766
ERP2;303.7114129;296.6491963;173.978913;170.7931865;325.7885381;182.7101324;185.3231925;190.0874598;333.0036398;342.5348498;341.0999875;342.270615;248.5152805;251.8922854;247.1411133;234.066975;296.4197909;307.2655065;308.1818849;316.4410514
FUN14;76.27259774;67.43299456;89.29755197;74.92863599;77.75474936;58.23792031;64.10470475;68.169274;90.31857633;80.62466902;81.79203949;79.75815445;52.97029212;53.94944853;45.6562923;70.33467326;74.28546991;73.4660401;69.2807722;61.26040239
SPO7;43.33991862;37.91344756;39.34425365;42.73911852;36.56181283;40.2753862;41.23762692;42.66102731;40.43331134;37.19627044;39.86032984;36.51650714;36.52381954;36.95724277;33.21230784;40.78883984;36.07378059;40.75410493;37.04124977;36.83578356
MDM10;27.11489502;24.76763941;32.09481766;35.99258628;28.19134974;33.34867763;36.79738875;37.97178399;26.86494639;27.42893688;28.3714868;30.06776771;31.64411073;30.46431061;29.69676866;31.42566966;26.95962158;27.34097948;27.33923417;29.95198994
SWC3;23.27219003;24.0879837;24.25433854;26.06995512;24.94965173;27.954804;26.65732561;27.6907514;22.95998125;23.56975792;24.55341763;24.28846743;26.73594255;28.01806789;27.11526136;24.53419323;30.24269429;31.07652639;33.16231453;29.99218752
CYS3;455.1568624;458.6601618;536.9796097;433.7947565;377.767521;475.8513045;484.2141645;475.6726289;457.2955225;456.5318206;464.8212651;442.2774759;459.6732687;463.4653778;570.6392925;624.8366752;406.727591;413.1665869;427.0122126;495.9581509
DEP1;72.86770924;65.27029012;51.29711721;51.47434204;61.40026489;59.0148401;51.39736671;52.11159623;76.4973654;73.91377398;70.65480252;70.56194733;61.10987422;66.26865513;56.4940068;61.60714807;68.68687938;66.32295193;70.29787876;65.73517608
SYN8;96.16432214;76.95950941;73.36212744;74.60737345;72.33482287;73.05577192;71.06978812;75.52950061;88.41986184;84.46494609;77.67546772;74.81276183;85.95385578;90.79572803;78.52005014;75.64152434;87.1369466;90.03626999;91.57482189;79.5031062
NTG1;38.49367725;37.87524976;47.96992886;49.00763981;43.13567963;62.4095699;56.945626;57.80769413;39.60735586;39.33672326;38.49710383;43.49402092;36.02741937;37.38819227;39.41920995;44.91571381;43.00791011;36.82302925;37.27964119;44.25025755
YAL016C-A;1.893964498;1.361623329;1.121892912;1.510553858;1.539880911;2.357466991;2.266535601;1.423267571;1.654353534;1.897866731;2.749246228;2.461776926;0.793203959;1.851257009;1.520789684;1.159574537;1.0085237;1.109835813;0.769145864;1.080474202
YAL016C-B;0;0.656367414;0;0;0.672199896;0;0;0;0;0;0;0.285139786;0;0;0;0;0;0.2099231;0;0
TPD3;148.4616815;145.0450304;185.657766;185.4457218;128.3253349;151.1386707;151.0914411;150.8963348;147.7591266;147.0012207;146.7239304;137.1124734;144.0832735;138.8639469;148.6230085;151.3368805;137.0943395;135.9908888;137.1646843;136.5228772
